======TEST IN EINE DREIECK MIT DIMENSION B=2m und H=3M===========

2025-08-21T10:48:47.020467,-0.4964689903321257,-0.8936421163784171  #ungenauigkeit ist 5m
2025-08-21T10:48:47.020467,-0.4964689903321257,-0.8936421163784171
2025-08-21T11:00:56.438385,-0.5099966936122582,-0.6487818316359133
2025-08-21T11:09:36.654497,-0.46838517875680263,-0.17968314731232635
2025-08-21T11:14:44.214228,-0.6938686591006581,0.15613082527030459
2025-08-21T11:23:09.229049,-0.8113397133596137,0.2220975771957629
2025-08-21T11:32:46.848024,-0.8096786621515657,-0.3199665625201267
2025-08-21T11:38:30.726355,-0.5128294762360766,-0.18241396105331836

(mit Kalman Filter) und least squares approximation(fördert streng anhaltung von die Distanzen obwohl es ist nicht möglich. fehler! wahr position wird nie gefunden werden kann)
2025-08-21T11:43:57.008861,0.8839755173596746,1.681844286629389     # ungenauigkeit 4m
2025-08-21T12:37:20.080445,0.9909808566128415,-1.4513407695739209   # ungenauigkeit 3m änderung der TX power
2025-08-21T13:02:31.424754,-1.4664373884907027,-1.0531960208286528  # ungenauigkeit 2m
2025-08-21T13:16:12.034224,-1.504531875020819,-1.011445961495554    # ungenauigkeit 3m
2025-08-21T13:22:56.356575,-1.0149287739866368,-1.5105089848250446  # ungenauigkeit 4m
2025-08-21T13:33:57.115199,-1.5000053548537595,-0.9999960818254268  # ungenauigkeit 4m
2025-08-21T13:39:03.179683,-1.4908479565189832,-1.0093834008289666  # ungenauigkeit 4m
2025-08-21T15:01:30.876473,-1.4999925876221831,-0.999954428551888   # ungenauigkeit 5m
2025-08-21T15:06:45.112560,-1.4999897950478513,-1.0000000000000007  # ungenauigkeit 4m
2025-08-21T15:20:28.389803,-1.5010731415805654,-1.0022022093984932  # ungenauigkeit 6m

"mit Kalman Filter und nicht lineare Optimization  zeigt deutlich bessere ergebnissse "
2025-08-22T07:28:33.038032,1.5273849263272121,1.4649955245844526    #ungenauigkeit 0,5m  sehr gut!!!
2025-08-22T08:05:56.864998,1.0249934064866764,1.2142935526483138    #ungenauigkeit 0,6m
2025-08-22T08:30:33.978484,1.3097716796257015,1.3076114704477588    #ungenauigkeit 0,8m
2025-08-22T08:40:28.709918,0.6293856634569972,1.106959224229049     #ungenauigkeit 0,3m
2025-08-22T09:01:06.084813,1.976092952938017,0.6659954051132327     #ungenauigkeit 0,5m

======TEST IN EINE DREIECK MIT DIMENSION B=8.25m und H=6m===========
2025-08-22T10:52:27.497787,2.6912593814129733,1.8165467862579119    #ungenauigkeit 1,4m
2025-08-22T11:15:24.269929,5.495926608848045,1.5639773303821574     #Exakt!
2025-08-22T11:22:36.091100,5.471539705619634,1.591234759696493      #0,02 fehler bei selber messung ohnen änderungen.
2025-08-22T11:28:31.495948,3.0821906785628537,2.113824243288936     #2.24m
2025-08-22T11:36:17.113322,1.2076143158496586,3.4599867832851077    #0,6m fehler
